game,number_of_game_type,game_type:,round,seed,agent,agent_type,observation,action,reward,termination,truncation,self_vel,self_pos,distances_to_agents,angles_to_agents,distances_to_landmarks,angles_to_landmarks,other_agent_velocities
2,1,Pursuers: 2 vs Evaders: 1,2,3370,adversary_0,active,"[-0.597332775592804, 0.03889686241745949, -0.11466844379901886, -0.80501389503479, 0.08380267769098282, 0.045677654445171356, -0.46920037269592285, 1.7220245599746704, 0.0, 0.0]","[0.0, 0.3943297415971756, 0.0, 0.0, 1.0]",,,,"[-0.597332775592804, 0.03889686241745949]","[-0.11466844379901886, -0.80501389503479]","[0.09544285, 1.7848018]","[0.4990442, 1.836809]",[],[],"[0.0, 0.0]"
2,1,Pursuers: 2 vs Evaders: 1,2,3370,adversary_1,non-active,"[0.7730746865272522, 0.5611031651496887, -0.03086576610803604, -0.7593362331390381, -0.08380267769098282, -0.045677654445171356, -0.5530030727386475, 1.6763468980789185, 0.0, 0.0]","[0.0, 0.4299160313804939, 0.0, 0.0, 1.0]",,,,"[0.7730746865272522, 0.5611031651496887]","[-0.03086576610803604, -0.7593362331390381]","[0.09544285, 1.7652057]","[-2.6425486, 1.8894409]",[],[],"[0.0, 0.0]"
2,1,Pursuers: 2 vs Evaders: 1,2,3370,agent_0,evader,"[0.0, 0.0, -0.5838688015937805, 0.9170107245445251, 0.46920037269592285, -1.7220245599746704, 0.5530030727386475, -1.6763468980789185]","[0.0, -2.968049491426961, 0.0, 0.0, 0.0]",-0.17010712947738704,False,False,"[0.0, 0.0]","[-0.5838688015937805, 0.9170107245445251]","[1.7848018, 1.7652057]","[-1.3047836, -1.2521517]",[],[],[]
2,1,Pursuers: 2 vs Evaders: 1,3,3370,adversary_0,active,"[-0.997886598110199, 0.06497995555400848, -0.17440173029899597, -0.8011242151260376, 0.22084341943264008, 0.09789828211069107, -0.40946710109710693, 1.718134880065918, 0.0, 0.0]","[0.0, 0.3477420508861542, 0.0, 0.0, 1.0]",,,,"[-0.997886598110199, 0.06497995555400848]","[-0.17440173029899597, -0.8011242151260376]","[0.24156964, 1.7662534]","[0.41726226, 1.8047528]",[],[],"[0.0, 0.0]"
2,1,Pursuers: 2 vs Evaders: 1,3,3370,adversary_1,non-active,"[0.6875946521759033, 0.7260947823524475, 0.046441700309515, -0.7032259106636047, -0.22084341943264008, -0.09789828211069107, -0.6303105354309082, 1.6202366352081299, 0.0, 0.0]","[0.0, 0.43995764925819486, 0.0, 0.0, 1.0]",,,,"[0.6875946521759033, 0.7260947823524475]","[0.046441700309515, -0.7032259106636047]","[0.24156964, 1.7385218]","[-2.7243304, 1.9418048]",[],[],"[0.0, 0.0]"
2,1,Pursuers: 2 vs Evaders: 1,3,3370,agent_0,evader,"[0.0, 0.0, -0.5838688015937805, 0.9170107245445251, 0.40946710109710693, -1.718134880065918, 0.6303105354309082, -1.6202366352081299]","[0.0, -2.968049491426961, 0.0, 0.0, 0.0]",-0.17010712947738704,False,False,"[0.0, 0.0]","[-0.5838688015937805, 0.9170107245445251]","[1.7662534, 1.7385218]","[-1.3368398, -1.1997879]",[],[],[]
2,1,Pursuers: 2 vs Evaders: 1,4,3370,adversary_0,active,"[-0.852737545967102, 0.348734974861145, -0.27419036626815796, -0.7946261763572693, 0.38939154148101807, 0.16400976479053497, -0.30967843532562256, 1.7116369009017944, 0.0, 0.0]","[0.0, 0.26705237478017807, 0.0, 0.0, 1.0]",,,,"[-0.852737545967102, 0.348734974861145]","[-0.27419036626815796, -0.7946261763572693]","[0.42252216, 1.7394257]","[0.3986433, 1.7497854]",[],[],"[0.0, 0.0]"
2,1,Pursuers: 2 vs Evaders: 1,4,3370,adversary_1,non-active,"[0.3837086856365204, 0.844571053981781, 0.11520116776227951, -0.6306164264678955, -0.38939154148101807, -0.16400976479053497, -0.6990699768066406, 1.5476272106170654, 0.0, 0.0]","[0.0, 0.43118571521446747, 0.0, 0.0, 1.0]",,,,"[0.3837086856365204, 0.844571053981781]","[0.11520116776227951, -0.6306164264678955]","[0.42252216, 1.6981899]","[-2.7429492, 1.9950668]",[],[],"[0.0, 0.0]"
2,1,Pursuers: 2 vs Evaders: 1,4,3370,agent_0,evader,"[0.0, 0.0, -0.5838688015937805, 0.9170107245445251, 0.30967843532562256, -1.7116369009017944, 0.6990699768066406, -1.5476272106170654]","[0.0, -2.968049491426961, 0.0, 0.0, 0.0]",-0.17010712947738704,False,False,"[0.0, 0.0]","[-0.5838688015937805, 0.9170107245445251]","[1.7394257, 1.6981899]","[-1.3918073, -1.146526]",[],[],[]
2,1,Pursuers: 2 vs Evaders: 1,5,3370,adversary_0,active,"[-0.7196688652038574, 0.5615512132644653, -0.3594641387462616, -0.7597526907920837, 0.5130361914634705, 0.21359337866306305, -0.2244046926498413, 1.6767634153366089, 0.0, 0.0]","[0.0, 0.1989741325378418, 0.0, 0.0, 1.0]",,,,"[-0.7196688652038574, 0.5615512132644653]","[-0.3594641387462616, -0.7597526907920837]","[0.5557232, 1.6917131]","[0.3945059, 1.7038379]",[],[],"[0.0, 0.0]"
2,1,Pursuers: 2 vs Evaders: 1,5,3370,adversary_1,non-active,"[0.15842580795288086, 0.9334282875061035, 0.15357203781604767, -0.5461593270301819, -0.5130361914634705, -0.21359337866306305, -0.7374408841133118, 1.463170051574707, 0.0, 0.0]","[0.0, 0.41915368434644873, 0.0, 0.0, 1.0]",,,,"[0.15842580795288086, 0.9334282875061035]","[0.15357203781604767, -0.5461593270301819]","[0.5557232, 1.638501]","[-2.7470868, 2.0376406]",[],[],"[0.0, 0.0]"
2,1,Pursuers: 2 vs Evaders: 1,5,3370,agent_0,evader,"[0.0, 0.0, -0.5838688015937805, 0.9170107245445251, 0.2244046926498413, -1.6767634153366089, 0.7374408841133118, -1.463170051574707]","[0.0, -2.968049491426961, 0.0, 0.0, 0.0]",-0.17010712947738704,False,False,"[0.0, 0.0]","[-0.5838688015937805, 0.9170107245445251]","[1.6917131, 1.638501]","[-1.4377549, -1.103952]",[],[],[]
2,1,Pursuers: 2 vs Evaders: 1,6,3370,adversary_0,active,"[-0.5994439125061035, 0.7211633920669556, -0.43143102526664734, -0.7035976052284241, 0.6008456349372864, 0.2507810890674591, -0.15243780612945557, 1.6206083297729492, 0.0, 0.0]","[0.0, 0.1404731087386608, 0.0, 0.0, 1.0]",,,,"[-0.5994439125061035, 0.7211633920669556]","[-0.43143102526664734, -0.7035976052284241]","[0.65108114, 1.6277618]","[0.39539897, 1.6645825]",[],[],"[0.0, 0.0]"
2,1,Pursuers: 2 vs Evaders: 1,6,3370,adversary_1,non-active,"[-0.006926094647496939, 0.9999760389328003, 0.16941460967063904, -0.45281651616096497, -0.6008456349372864, -0.2507810890674591, -0.7532834410667419, 1.3698272705078125, 0.0, 0.0]","[0.0, 0.40424174708569893, 0.0, 0.0, 1.0]",,,,"[-0.006926094647496939, 0.9999760389328003]","[0.16941460967063904, -0.45281651616096497]","[0.65108114, 1.5632858]","[-2.7461936, 2.0735714]",[],[],"[0.0, 0.0]"
2,1,Pursuers: 2 vs Evaders: 1,6,3370,agent_0,evader,"[0.0, 0.0, -0.5838688015937805, 0.9170107245445251, 0.15243780612945557, -1.6206083297729492, 0.7532834410667419, -1.3698272705078125]","[0.0, -2.968049491426961, 0.0, 0.0, 0.0]",-0.17010712947738704,False,False,"[0.0, 0.0]","[-0.5838688015937805, 0.9170107245445251]","[1.6277618, 1.5632858]","[-1.4770101, -1.0680213]",[],[],[]
2,1,Pursuers: 2 vs Evaders: 1,7,3370,adversary_0,active,"[-0.4917248487472534, 0.840872585773468, -0.4913754165172577, -0.6314812302589417, 0.6600974202156067, 0.2786623537540436, -0.09249341487884521, 1.5484919548034668, 0.0, 0.0]","[0.0, 0.089437460526824, 0.0, 0.0, 1.0]",,,,"[-0.4917248487472534, 0.840872585773468]","[-0.4913754165172577, -0.6314812302589417]","[0.7165063, 1.5512519]","[0.39945707, 1.6304568]",[],[],"[0.0, 0.0]"
2,1,Pursuers: 2 vs Evaders: 1,7,3370,adversary_1,non-active,"[-0.11958261579275131, 0.9928242564201355, 0.168722003698349, -0.35281890630722046, -0.6600974202156067, -0.2786623537540436, -0.7525908350944519, 1.2698296308517456, 0.0, 0.0]","[0.0, 0.3868398880139128, 0.0, 0.0, 1.0]",,,,"[-0.11958261579275131, 0.9928242564201355]","[0.168722003698349, -0.35281890630722046]","[0.7165063, 1.4760963]","[-2.7421355, 2.1058092]",[],[],"[0.0, 0.0]"
2,1,Pursuers: 2 vs Evaders: 1,7,3370,agent_0,evader,"[0.0, 0.0, -0.5838688015937805, 0.9170107245445251, 0.09249341487884521, -1.5484919548034668, 0.7525908350944519, -1.2698296308517456]","[0.0, -2.968049491426961, 0.0, 0.0, 0.0]",-0.17010712947738704,False,False,"[0.0, 0.0]","[-0.5838688015937805, 0.9170107245445251]","[1.5512519, 1.4760963]","[-1.5111359, -1.0357834]",[],[],[]
2,1,Pursuers: 2 vs Evaders: 1,8,3370,adversary_0,active,"[-0.39122167229652405, 0.9202964901924133, -0.5405479073524475, -0.5473939776420593, 0.6973116397857666, 0.29385751485824585, -0.043320927768945694, 1.4644047021865845, 0.0, 0.0]","[0.0, 0.04435447510331869, 0.0, 0.0, 1.0]",,,,"[-0.39122167229652405, 0.9202964901924133]","[-0.5405479073524475, -0.5473939776420593]","[0.7567006, 1.4650453]","[0.39883012, 1.6003703]",[],[],"[0.0, 0.0]"
2,1,Pursuers: 2 vs Evaders: 1,8,3370,adversary_1,non-active,"[-0.19323912262916565, 0.9811517000198364, 0.15676374733448029, -0.25353649258613586, -0.6973116397857666, -0.29385751485824585, -0.7406325936317444, 1.1705472469329834, 0.0, 0.0]","[0.0, 0.3669783508727586, 0.0, 0.0, 1.0]",,,,"[-0.19323912262916565, 0.9811517000198364]","[0.15676374733448029, -0.25353649258613586]","[0.7567006, 1.3851777]","[-2.7427626, 2.1349301]",[],[],"[0.0, 0.0]"
2,1,Pursuers: 2 vs Evaders: 1,8,3370,agent_0,evader,"[0.0, 0.0, -0.5838688015937805, 0.9170107245445251, 0.043320927768945694, -1.4644047021865845, 0.7406325936317444, -1.1705472469329834]","[0.0, -2.968049491426961, 0.0, 0.0, 0.0]",-0.17010712947738704,False,False,"[0.0, 0.0]","[-0.5838688015937805, 0.9170107245445251]","[1.4650453, 1.3851777]","[-1.5412223, -1.0066624]",[],[],[]
2,1,Pursuers: 2 vs Evaders: 1,9,3370,adversary_0,active,"[-0.2958819568157196, 0.9552245140075684, -0.5796700716018677, -0.4553643465042114, 0.7171099185943604, 0.2999430298805237, -0.004198759328573942, 1.3723750114440918, 0.0, 0.0]","[0.0, 0.004589139483869076, 0.0, 0.0, 1.0]",,,,"[-0.2958819568157196, 0.9552245140075684]","[-0.5796700716018677, -0.4553643465042114]","[0.777311, 1.3723814]","[0.39615348, 1.5738558]",[],[],"[0.0, 0.0]"
2,1,Pursuers: 2 vs Evaders: 1,9,3370,adversary_1,non-active,"[-0.23905527591705322, 0.9710059762001038, 0.13743983209133148, -0.15542131662368774, -0.7171099185943604, -0.2999430298805237, -0.7213086485862732, 1.072432041168213, 0.0, 0.0]","[0.0, 0.3455864068805299, 0.0, 0.0, 1.0]",,,,"[-0.23905527591705322, 0.9710059762001038]","[0.13743983209133148, -0.15542131662368774]","[0.777311, 1.2924383]","[-2.745439, 2.1628895]",[],[],"[0.0, 0.0]"
2,1,Pursuers: 2 vs Evaders: 1,9,3370,agent_0,evader,"[0.0, 0.0, -0.5838688015937805, 0.9170107245445251, 0.004198759328573942, -1.3723750114440918, 0.7213086485862732, -1.072432041168213]","[0.0, -2.968049491426961, 0.0, 0.0, 0.0]",-0.17010712947738704,False,False,"[0.0, 0.0]","[-0.5838688015937805, 0.9170107245445251]","[1.3723814, 1.2924383]","[-1.5677369, -0.97870314]",[],[],[]
2,1,Pursuers: 2 vs Evaders: 1,10,3370,adversary_0,active,"[-0.2145649641752243, 0.9767097234725952, -0.609258234500885, -0.35984188318252563, 0.7227925658226013, 0.3015211820602417, 0.02538943849503994, 1.2768526077270508, 0.0, 0.0]","[0.0, 0.0, 0.02982073836028576, 0.0, 1.0]",,,,"[-0.2145649641752243, 0.9767097234725952]","[-0.609258234500885, -0.35984188318252563]","[0.7831629, 1.277105]","[0.39521262, 1.5509145]",[],[],"[0.0, 0.0]"
2,1,Pursuers: 2 vs Evaders: 1,10,3370,adversary_1,non-active,"[-0.2653285562992096, 0.9641580581665039, 0.11353430151939392, -0.05832071602344513, -0.7227925658226013, -0.3015211820602417, -0.6974031329154968, 0.9753314256668091, 0.0, 0.0]","[0.0, 0.32377463732406964, 0.0, 0.0, 1.0]",,,,"[-0.2653285562992096, 0.9641580581665039]","[0.11353430151939392, -0.05832071602344513]","[0.7831629, 1.1990173]","[-2.74638, 2.1915467]",[],[],"[0.0, 0.0]"
2,1,Pursuers: 2 vs Evaders: 1,10,3370,agent_0,evader,"[0.0, 0.0, -0.5838688015937805, 0.9170107245445251, -0.02538943849503994, -1.2768526077270508, 0.6974031329154968, -0.9753314256668091]","[0.0, -2.968049491426961, 0.0, 0.0, 0.0]",-0.17010712947738704,False,False,"[0.0, 0.0]","[-0.5838688015937805, 0.9170107245445251]","[1.277105, 1.1990173]","[-1.5906781, -0.9500461]",[],[],[]
2,1,Pursuers: 2 vs Evaders: 1,11,3370,adversary_0,active,"[-0.14562015235424042, 0.989340603351593, -0.6307147741317749, -0.2621709108352661, 0.7177162170410156, 0.30026599764823914, 0.0468459352850914, 1.1791815757751465, 0.0, 0.0]","[0.0, 0.0, 0.05954434163868427, 0.0, 1.0]",,,,"[-0.14562015235424042, 0.989340603351593]","[-0.6307147741317749, -0.2621709108352661]","[0.777995, 1.1801118]","[0.39623576, 1.5310898]",[],[],"[0.0, 0.0]"
2,1,Pursuers: 2 vs Evaders: 1,11,3370,adversary_1,non-active,"[-0.27802595496177673, 0.9605735540390015, 0.08700144290924072, 0.03809509053826332, -0.7177162170410156, -0.30026599764823914, -0.6708702445030212, 0.8789156079292297, 0.0, 0.0]","[0.0, 0.30203084612704395, 0.0, 0.0, 1.0]",,,,"[-0.27802595496177673, 0.9605735540390015]","[0.08700144290924072, 0.03809509053826332]","[0.777995, 1.1056942]","[-2.7453568, 2.222751]",[],[],"[0.0, 0.0]"
2,1,Pursuers: 2 vs Evaders: 1,11,3370,agent_0,evader,"[0.0, 0.0, -0.5838688015937805, 0.9170107245445251, -0.0468459352850914, -1.1791815757751465, 0.6708702445030212, -0.8789156079292297]","[0.0, -2.968049491426961, 0.0, 0.0, 0.0]",-0.17010712947738704,False,False,"[0.0, 0.0]","[-0.5838688015937805, 0.9170107245445251]","[1.1801118, 1.1056942]","[-1.610503, -0.9188417]",[],[],[]
2,1,Pursuers: 2 vs Evaders: 1,12,3370,adversary_0,active,"[-0.08733425289392471, 0.9961790442466736, -0.6452767848968506, -0.1632368564605713, 0.7044756412506104, 0.29738929867744446, 0.06140794977545738, 1.0802475214004517, 0.0, 0.0]","[0.0, 0.0, 0.0851318221539259, 0.0, 1.0]",,,,"[-0.08733425289392471, 0.9961790442466736]","[-0.6452767848968506, -0.1632368564605713]","[0.764674, 1.0819916]","[0.39944807, 1.5140113]",[],[],"[0.0, 0.0]"
2,1,Pursuers: 2 vs Evaders: 1,12,3370,adversary_1,non-active,"[-0.2813025712966919, 0.9596191048622131, 0.05919885262846947, 0.13415244221687317, -0.7044756412506104, -0.29738929867744446, -0.6430676579475403, 0.7828582525253296, 0.0, 0.0]","[0.0, 0.28072153795310434, 0.0, 0.0, 1.0]",,,,"[-0.2813025712966919, 0.9596191048622131]","[0.05919885262846947, 0.13415244221687317]","[0.764674, 1.0131155]","[-2.7421446, 2.2584717]",[],[],"[0.0, 0.0]"
2,1,Pursuers: 2 vs Evaders: 1,12,3370,agent_0,evader,"[0.0, 0.0, -0.5838688015937805, 0.9170107245445251, -0.06140794977545738, -1.0802475214004517, 0.6430676579475403, -0.7828582525253296]","[0.0, -2.968049491426961, 0.0, 0.0, 0.0]",-0.17010712947738704,False,False,"[0.0, 0.0]","[-0.5838688015937805, 0.9170107245445251]","[1.0819916, 1.0131155]","[-1.6275814, -0.88312083]",[],[],[]
2,1,Pursuers: 2 vs Evaders: 1,13,3370,adversary_0,active,"[-0.0381346233189106, 0.9992725849151611, -0.6540101766586304, -0.06361895799636841, 0.6850787997245789, 0.2937333285808563, 0.07014137506484985, 0.9806296825408936, 0.0, 0.0]","[0.0, 0.0, 0.10701687633991241, 0.0, 1.0]",,,,"[-0.0381346233189106, 0.9992725849151611]","[-0.6540101766586304, -0.06361895799636841]","[0.745394, 0.983135]","[0.40504977, 1.4993911]",[],[],"[0.0, 0.0]"
2,1,Pursuers: 2 vs Evaders: 1,13,3370,adversary_1,non-active,"[-0.27806931734085083, 0.9605610370635986, 0.0310685932636261, 0.23011435568332672, -0.6850787997245789, -0.2937333285808563, -0.614937424659729, 0.6868963837623596, 0.0, 0.0]","[0.0, 0.2601381248118239, 0.0, 0.0, 1.0]",,,,"[-0.27806931734085083, 0.9605610370635986]","[0.0310685932636261, 0.23011435568332672]","[0.745394, 0.92194074]","[-2.736543, 2.3009756]",[],[],"[0.0, 0.0]"
2,1,Pursuers: 2 vs Evaders: 1,13,3370,agent_0,evader,"[0.0, 0.0, -0.5838688015937805, 0.9170107245445251, -0.07014137506484985, -0.9806296825408936, 0.614937424659729, -0.6868963837623596]","[0.0, -2.968049491426961, 0.0, 0.0, 0.0]",-0.17010712947738704,False,False,"[0.0, 0.0]","[-0.5838688015937805, 0.9170107245445251]","[0.983135, 0.92194074]","[-1.6422015, -0.84061706]",[],[],[]
2,1,Pursuers: 2 vs Evaders: 1,14,3370,adversary_0,active,"[0.003338949056342244, 0.9999943971633911, -0.6578236818313599, 0.03630830720067024, 0.661085307598114, 0.28986215591430664, 0.07395483553409576, 0.8807024359703064, 0.0, 0.0]","[0.0, 0.0, 0.12551716715097427, 0.0, 1.0]",,,,"[0.003338949056342244, 0.9999943971633911]","[-0.6578236818313599, 0.03630830720067024]","[0.7218406, 0.88380206]","[0.41321933, 1.4870204]",[],[],"[0.0, 0.0]"
2,1,Pursuers: 2 vs Evaders: 1,14,3370,adversary_1,non-active,"[-0.2703959047794342, 0.9627492427825928, 0.003261661622673273, 0.3261704742908478, -0.661085307598114, -0.28986215591430664, -0.5871304869651794, 0.5908402800559998, 0.0, 0.0]","[0.0, 0.24053968766870018, 0.0, 0.0, 1.0]",,,,"[-0.2703959047794342, 0.9627492427825928]","[0.003261661622673273, 0.3261704742908478]","[0.7218406, 0.83295524]","[-2.7283733, 2.3530452]",[],[],"[0.0, 0.0]"
2,1,Pursuers: 2 vs Evaders: 1,14,3370,agent_0,evader,"[0.0, 0.0, -0.5838688015937805, 0.9170107245445251, -0.07395483553409576, -0.8807024359703064, 0.5871304869651794, -0.5908402800559998]","[0.0, -2.968049491426961, 0.0, 0.0, 0.0]",-0.17010712947738704,False,False,"[0.0, 0.0]","[-0.5838688015937805, 0.9170107245445251]","[0.88380206, 0.83295524]","[-1.6545724, -0.78854746]",[],[],[]
2,1,Pursuers: 2 vs Evaders: 1,15,3370,adversary_0,active,"[0.03821922093629837, 0.9992693662643433, -0.6574897766113281, 0.1363077461719513, 0.6337118148803711, 0.2861376404762268, 0.07362094521522522, 0.7807029485702515, -0.0, 0.0]","[0.0, 0.0, 0.1408265344798565, 0.0, 1.0]",,,,"[0.03821922093629837, 0.9992693662643433]","[-0.6574897766113281, 0.1363077461719513]","[0.6953168, 0.7841665]","[0.4241226, 1.4767736]",[],[],"[-0.0, 0.0]"
2,1,Pursuers: 2 vs Evaders: 1,15,3370,adversary_1,non-active,"[-0.259786993265152, 0.9656659364700317, -0.023777928203344345, 0.4224453866481781, -0.6337118148803711, -0.2861376404762268, -0.5600908994674683, 0.49456533789634705, -0.0, 0.0]","[0.0, 0.22219691800529584, 0.0, 0.0, 1.0]",,,,"[-0.259786993265152, 0.9656659364700317]","[-0.023777928203344345, 0.4224453866481781]","[0.6953168, 0.74719256]","[-2.7174702, 2.4182446]",[],[],"[-0.0, 0.0]"
2,1,Pursuers: 2 vs Evaders: 1,15,3370,agent_0,evader,"[-0.0, 0.0, -0.5838688015937805, 0.9170107245445251, -0.07362094521522522, -0.7807029485702515, 0.5600908994674683, -0.49456533789634705]","[0.0, -2.968049491426961, 0.0, 0.0, 0.0]",-0.17010712947738704,False,False,"[-0.0, 0.0]","[-0.5838688015937805, 0.9170107245445251]","[0.7841665, 0.74719256]","[-1.6648191, -0.72334814]",[],[],[]
2,1,Pursuers: 2 vs Evaders: 1,16,3370,adversary_0,active,"[0.06741712987422943, 0.9977248907089233, -0.6536678671836853, 0.23623467981815338, 0.6039112210273743, 0.2827772796154022, 0.0697990208864212, 0.6807760000228882, -0.0, 0.0]","[0.0, 0.0, 0.15299092233181, 0.0, 1.0]",,,,"[0.06741712987422943, 0.9977248907089233]","[-0.6536678671836853, 0.23623467981815338]","[0.6668371, 0.6843448]","[0.43792096, 1.4686247]",[],[],"[-0.0, 0.0]"
2,1,Pursuers: 2 vs Evaders: 1,16,3370,adversary_1,non-active,"[-0.2473733127117157, 0.9689202308654785, -0.04975662752985954, 0.5190119743347168, -0.6039112210273743, -0.2827772796154022, -0.5341122150421143, 0.39799875020980835, -0.0, 0.0]","[0.0, 0.2054473729668323, 0.0, 0.0, 1.0]",,,,"[-0.2473733127117157, 0.9689202308654785]","[-0.04975662752985954, 0.5190119743347168]","[0.6668371, 0.6660922]","[-2.7036717, 2.5011966]",[],[],"[-0.0, 0.0]"
2,1,Pursuers: 2 vs Evaders: 1,16,3370,agent_0,evader,"[-0.0, 0.0, -0.5838688015937805, 0.9170107245445251, -0.0697990208864212, -0.6807760000228882, 0.5341122150421143, -0.39799875020980835]","[0.0, -2.968049491426961, 0.0, 0.0, 0.0]",-0.17010712947738704,False,False,"[-0.0, 0.0]","[-0.5838688015937805, 0.9170107245445251]","[0.6843448, 0.6660922]","[-1.6729679, -0.64039594]",[],[],[]
2,1,Pursuers: 2 vs Evaders: 1,17,3370,adversary_0,active,"[0.09162922203540802, 0.9957932233810425, -0.6469261050224304, 0.33600717782974243, 0.5724321603775024, 0.2798968255519867, 0.0630573108792305, 0.5810035467147827, -0.0, 0.0]","[0.0, 0.0, 0.16184719651937485, 0.0, 1.0]",,,,"[0.09162922203540802, 0.9957932233810425]","[-0.6469261050224304, 0.33600717782974243]","[0.6371976, 0.5844154]","[0.45477718, 1.4626877]",[],[],"[-0.0, 0.0]"
2,1,Pursuers: 2 vs Evaders: 1,17,3370,adversary_1,non-active,"[-0.23405207693576813, 0.9722240567207336, -0.07449395954608917, 0.6159039735794067, -0.5724321603775024, -0.2798968255519867, -0.5093748569488525, 0.301106721162796, -0.0, 0.0]","[0.0, 0.19078600169670212, 0.0, 0.0, 1.0]",,,,"[-0.23405207693576813, 0.9722240567207336]","[-0.07449395954608917, 0.6159039735794067]","[0.6371976, 0.5917162]","[-2.6868155, 2.6077209]",[],[],"[-0.0, 0.0]"
2,1,Pursuers: 2 vs Evaders: 1,17,3370,agent_0,evader,"[-0.0, 0.0, -0.5838688015937805, 0.9170107245445251, -0.0630573108792305, -0.5810035467147827, 0.5093748569488525, -0.301106721162796]","[0.0, -2.968049491426961, 0.0, 0.0, 0.0]",-0.17010712947738704,False,False,"[-0.0, 0.0]","[-0.5838688015937805, 0.9170107245445251]","[0.5844154, 0.5917162]","[-1.6789049, -0.5338719]",[],[],[]
2,1,Pursuers: 2 vs Evaders: 1,18,3370,adversary_0,active,"[0.11133168637752533, 0.9937832951545715, -0.6377632021903992, 0.43558648228645325, 0.5398640632629395, 0.2775399088859558, 0.05389438569545746, 0.4814242124557495, 0.0, 0.0]","[0.0, 0.0, 0.1668792888522148, 0.0, 1.0]",,,,"[0.11133168637752533, 0.9937832951545715]","[-0.6377632021903992, 0.43558648228645325]","[0.6070269, 0.4844315]","[0.47485775, 1.4593127]",[],[],"[0.0, 0.0]"
2,1,Pursuers: 2 vs Evaders: 1,18,3370,adversary_1,non-active,"[-0.22060538828372955, 0.9753631353378296, -0.0978991687297821, 0.7131264209747314, -0.5398640632629395, -0.2775399088859558, -0.4859696626663208, 0.2038843035697937, 0.0, 0.0]","[0.0, 0.17904453983044855, 0.0, 0.0, 1.0]",,,,"[-0.22060538828372955, 0.9753631353378296]","[-0.0978991687297821, 0.7131264209747314]","[0.6070269, 0.527006]","[-2.666735, 2.7443547]",[],[],"[0.0, 0.0]"
2,1,Pursuers: 2 vs Evaders: 1,18,3370,agent_0,evader,"[0.0, 0.0, -0.5838688015937805, 0.9170107245445251, -0.05389438569545746, -0.4814242124557495, 0.4859696626663208, -0.2038843035697937]","[0.0, -2.968049491426961, 0.0, 0.0, 0.0]",-0.17010712947738704,False,False,"[0.0, 0.0]","[-0.5838688015937805, 0.9170107245445251]","[0.4844315, 0.527006]","[-1.68228, -0.39723793]",[],[],[]
2,1,Pursuers: 2 vs Evaders: 1,19,3370,adversary_0,active,"[0.12673945724964142, 0.9919360280036926, -0.6266300678253174, 0.5349647998809814, 0.506670355796814, 0.27569788694381714, 0.042761217802762985, 0.3820458948612213, 0.0, 0.0]","[0.0, 0.0, 0.16684872284531593, 0.0, 1.0]",,,,"[0.12673945724964142, 0.9919360280036926]","[-0.6266300678253174, 0.5349647998809814]","[0.57682246, 0.3844315]","[0.4983304, 1.4593333]",[],[],"[0.0, 0.0]"
2,1,Pursuers: 2 vs Evaders: 1,19,3370,adversary_1,non-active,"[-0.207830548286438, 0.9781648516654968, -0.11995970457792282, 0.8106627464294434, -0.506670355796814, -0.27569788694381714, -0.4639091193675995, 0.10634799301624298, 0.0, 0.0]","[0.0, 0.1718210100619675, 0.0, 0.0, 1.0]",,,,"[-0.207830548286438, 0.9781648516654968]","[-0.11995970457792282, 0.8106627464294434]","[0.57682246, 0.47594282]","[-2.6432621, 2.9162433]",[],[],"[0.0, 0.0]"
2,1,Pursuers: 2 vs Evaders: 1,19,3370,agent_0,evader,"[0.0, 0.0, -0.5838688015937805, 0.9170107245445251, -0.042761217802762985, -0.3820458948612213, 0.4639091193675995, -0.10634799301624298]","[0.0, -2.968049491426961, 0.0, 0.0, 0.0]",-0.17010712947738704,False,False,"[0.0, 0.0]","[-0.5838688015937805, 0.9170107245445251]","[0.3844315, 0.47594282]","[-1.6822593, -0.22534943]",[],[],[]
2,1,Pursuers: 2 vs Evaders: 1,20,3370,adversary_0,active,"[0.13767622411251068, 0.9904772639274597, -0.613956093788147, 0.6341584324836731, 0.4732133448123932, 0.2743207812309265, 0.030087269842624664, 0.28285229206085205, 0.0, 0.0]","[0.0, 0.0, 0.15866154804825783, 0.0, 1.0]",,,,"[0.13767622411251068, 0.9904772639274597]","[-0.613956093788147, 0.6341584324836731]","[0.54697603, 0.284448]","[0.5253577, 1.4648237]",[],[],"[0.0, 0.0]"
2,1,Pursuers: 2 vs Evaders: 1,20,3370,adversary_1,non-active,"[-0.1967495232820511, 0.9804537892341614, -0.14074276387691498, 0.9084792137145996, -0.4732133448123932, -0.2743207812309265, -0.44312605261802673, 0.008531507104635239, 0.0, 0.0]","[0.0, 0.1727594013790317, 0.0, 0.0, 1.0]",,,,"[-0.1967495232820511, 0.9804537892341614]","[-0.14074276387691498, 0.9084792137145996]","[0.54697603, 0.4432082]","[-2.616235, 3.122342]",[],[],"[0.0, 0.0]"
